date,count,drug,expected_count,residual,zscore,is_anomaly_zscore,isolation_forest_score,is_anomaly_isoforest,is_anomaly_high_confidence
2023-05-20,13,atorvastatin,17.58,-4.58,-0.48,False,-0.14,False,False
2023-05-21,5,atorvastatin,8.11,-3.11,-0.34,False,-0.149,False,False
2023-05-22,79,atorvastatin,72.91,6.09,0.45,False,-0.14,False,False
2023-05-23,77,atorvastatin,77.37,-0.37,-0.14,False,-0.153,False,False
2023-05-24,68,atorvastatin,76.18,-8.18,-0.78,False,-0.135,False,False
2023-05-25,68,atorvastatin,76.79,-8.79,-0.86,False,-0.151,False,False
2023-05-26,77,atorvastatin,78.58,-1.58,-0.15,False,-0.151,False,False
2023-05-27,19,atorvastatin,15.61,3.39,0.35,False,-0.138,False,False
2023-05-28,12,atorvastatin,6.92,5.08,0.61,False,-0.111,False,False
2023-05-29,62,atorvastatin,72.53,-10.53,-1.07,False,-0.109,False,False
2023-05-30,105,atorvastatin,75.36,29.64,2.71,True,-0.08,False,False
2023-05-31,96,atorvastatin,77.11,18.89,1.67,False,-0.107,False,False
2023-06-01,81,atorvastatin,80.38,0.62,-0.1,False,-0.11,False,False
2023-06-02,95,atorvastatin,83.09,11.91,0.95,False,-0.07,False,False
2023-06-03,16,atorvastatin,21.45,-5.45,-0.7,False,-0.072,False,False
2023-06-04,11,atorvastatin,11.89,-0.89,-0.24,False,-0.074,False,False
2023-06-05,109,atorvastatin,76.91,32.09,2.5,True,0.014,True,True
2023-06-06,77,atorvastatin,83.92,-6.92,-0.8,False,-0.085,False,False
2023-06-07,115,atorvastatin,82.09,32.91,2.49,False,0.013,True,False
2023-06-08,92,atorvastatin,86.73,5.27,0.2,False,-0.005,False,False
2023-06-09,72,atorvastatin,89.9,-17.9,-1.59,False,-0.033,False,False
2023-06-10,19,atorvastatin,25.33,-6.33,-0.7,False,-0.013,False,False
2023-06-11,5,atorvastatin,15.68,-10.68,-1.01,False,-0.029,False,False
2023-06-12,90,atorvastatin,79.75,10.25,0.61,False,-0.067,False,False
2023-06-13,83,atorvastatin,84.62,-1.62,-0.31,False,-0.09,False,False
2023-06-14,92,atorvastatin,83.3,8.7,0.48,False,-0.106,False,False
2023-06-15,81,atorvastatin,85.57,-4.57,-0.56,False,-0.12,False,False
2023-06-16,76,atorvastatin,87.77,-11.77,-1.07,False,-0.117,False,False
2023-06-17,24,atorvastatin,23.8,0.2,-0.12,False,-0.094,False,False
2023-06-18,1,atorvastatin,14.79,-13.79,-1.19,False,-0.074,False,False
2023-06-19,68,atorvastatin,78.55,-10.55,-0.91,False,-0.134,False,False
2023-06-20,79,atorvastatin,81.38,-2.38,-0.29,False,-0.151,False,False
2023-06-21,74,atorvastatin,79.99,-5.99,-0.53,False,-0.139,False,False
2023-06-22,58,atorvastatin,80.81,-22.81,-1.67,False,-0.135,False,False
2023-06-23,96,atorvastatin,81.23,14.77,0.98,False,-0.111,False,False
2023-06-24,1,atorvastatin,19.86,-18.86,-1.36,False,-0.059,False,False
2023-06-25,2,atorvastatin,8.98,-6.98,-0.52,False,-0.11,False,False
2023-06-26,80,atorvastatin,73.41,6.59,0.41,False,-0.114,False,False
2023-06-27,64,atorvastatin,77.92,-13.92,-0.95,False,-0.126,False,False
2023-06-28,61,atorvastatin,75.4,-14.4,-0.96,False,-0.105,False,False
2023-06-29,60,atorvastatin,75.39,-15.39,-0.99,False,-0.105,False,False
2023-06-30,73,atorvastatin,76.54,-3.54,-0.09,False,-0.125,False,False
2023-07-01,27,atorvastatin,13.37,13.63,1.14,False,-0.102,False,False
2023-07-02,8,atorvastatin,5.68,2.32,0.34,False,-0.088,False,False
2023-07-03,69,atorvastatin,71.02,-2.02,0.01,False,-0.059,False,False
2023-07-04,52,atorvastatin,74.69,-22.69,-1.42,False,-0.035,False,False
2023-07-05,75,atorvastatin,71.31,3.69,0.61,False,-0.086,False,False
2023-07-06,69,atorvastatin,73.08,-4.08,-0.03,False,-0.104,False,False
2023-07-07,83,atorvastatin,75.33,7.67,1.17,False,-0.099,False,False
2023-07-08,8,atorvastatin,13.27,-5.27,-0.03,False,-0.124,False,False
2023-07-09,7,atorvastatin,3.73,3.27,0.74,False,-0.145,False,False
2023-07-10,74,atorvastatin,69.16,4.84,0.85,False,-0.134,False,False
2023-07-11,68,atorvastatin,73.5,-5.5,-0.18,False,-0.152,False,False
2023-07-12,58,atorvastatin,71.81,-13.81,-0.93,False,-0.117,False,False
2023-07-13,73,atorvastatin,71.86,1.14,0.55,False,-0.151,False,False
2023-07-14,80,atorvastatin,74.63,5.37,1.0,False,-0.145,False,False
2023-07-15,17,atorvastatin,12.34,4.66,0.88,False,-0.141,False,False
2023-07-16,10,atorvastatin,3.77,6.23,0.97,False,-0.122,False,False
2023-07-17,81,atorvastatin,69.49,11.51,1.41,False,-0.119,False,False
2023-07-18,105,atorvastatin,74.49,30.51,2.7,True,-0.079,False,False
2023-07-19,85,atorvastatin,76.33,8.67,0.82,False,-0.121,False,False
2023-07-20,91,atorvastatin,78.59,12.41,1.06,False,-0.084,False,False
2023-07-21,99,atorvastatin,82.46,16.54,1.3,False,-0.041,False,False
2023-07-22,14,atorvastatin,21.27,-7.27,-0.67,False,-0.037,False,False
2023-07-23,13,atorvastatin,11.53,1.47,0.11,False,-0.046,False,False
2023-07-24,75,atorvastatin,76.79,-1.79,-0.23,False,-0.067,False,False
2023-07-25,84,atorvastatin,80.47,3.53,0.22,False,-0.118,False,False
2023-07-26,74,atorvastatin,79.67,-5.67,-0.59,False,-0.13,False,False
2023-07-27,86,atorvastatin,80.52,5.48,0.39,False,-0.109,False,False
2023-07-28,70,atorvastatin,83.71,-13.71,-1.43,False,-0.134,False,False
2023-07-29,20,atorvastatin,19.55,0.45,-0.15,False,-0.13,False,False
2023-07-30,8,atorvastatin,10.57,-2.57,-0.45,False,-0.134,False,False
2023-07-31,97,atorvastatin,75.43,21.57,1.84,False,-0.094,False,False
2023-08-01,108,atorvastatin,81.41,26.59,2.07,False,-0.053,False,False
2023-08-02,67,atorvastatin,82.87,-15.87,-1.55,False,-0.103,False,False
2023-08-03,78,atorvastatin,82.72,-4.72,-0.72,False,-0.108,False,False
2023-08-04,88,atorvastatin,84.91,3.09,-0.01,False,-0.085,False,False
2023-08-05,18,atorvastatin,22.4,-4.4,-0.69,False,-0.07,False,False
2023-08-06,12,atorvastatin,12.94,-0.94,-0.35,False,-0.068,False,False
2023-08-07,78,atorvastatin,77.96,0.04,-0.28,False,-0.11,False,False
2023-08-08,74,atorvastatin,81.83,-7.83,-0.95,False,-0.137,False,False
2023-08-09,77,atorvastatin,79.9,-2.9,-0.48,False,-0.13,False,False
2023-08-10,85,atorvastatin,81.03,3.97,0.11,False,-0.121,False,False
2023-08-11,104,atorvastatin,84.07,19.93,1.46,False,-0.072,False,False
2023-08-12,22,atorvastatin,23.21,-1.21,-0.45,False,-0.095,False,False
2023-08-13,8,atorvastatin,14.07,-6.07,-0.85,False,-0.114,False,False
2023-08-14,99,atorvastatin,78.58,20.42,1.43,False,-0.061,False,False
2023-08-15,31,atorvastatin,84.45,-53.45,-3.55,True,-0.063,False,False
2023-08-16,96,atorvastatin,78.05,17.95,1.0,False,-0.064,False,False
2023-08-17,97,atorvastatin,81.22,15.78,0.94,False,-0.048,False,False
2023-08-18,83,atorvastatin,85.43,-2.43,-0.25,False,-0.099,False,False
2023-08-19,22,atorvastatin,22.37,-0.37,-0.08,False,-0.089,False,False
2023-08-20,9,atorvastatin,13.31,-4.31,-0.31,False,-0.106,False,False
2023-08-21,78,atorvastatin,78.0,0.0,-0.03,False,-0.121,False,False
2023-08-22,76,atorvastatin,81.86,-5.86,-0.41,False,-0.12,False,False
2023-08-23,104,atorvastatin,80.13,23.87,1.5,False,-0.057,False,False
2023-08-24,60,atorvastatin,83.89,-23.89,-1.51,False,-0.111,False,False
2023-08-25,84,atorvastatin,84.19,-0.19,-0.03,False,-0.136,False,False
2023-08-26,16,atorvastatin,21.36,-5.36,-0.33,False,-0.131,False,False
2023-08-27,9,atorvastatin,11.81,-2.81,-0.2,False,-0.13,False,False
2023-08-28,55,atorvastatin,76.64,-21.64,-1.31,False,-0.131,False,False
2023-08-29,72,atorvastatin,78.38,-6.38,-0.36,False,-0.149,False,False
2023-08-30,71,atorvastatin,76.6,-5.6,-0.26,False,-0.13,False,False
2023-08-31,57,atorvastatin,77.46,-20.46,-1.16,False,-0.126,False,False
2023-09-01,88,atorvastatin,78.11,9.89,0.8,False,-0.111,False,False
2023-09-02,24,atorvastatin,16.26,7.74,0.63,False,-0.124,False,False
2023-09-03,12,atorvastatin,7.99,4.01,0.38,False,-0.09,False,False
2023-09-04,61,atorvastatin,73.5,-12.5,-0.69,False,-0.102,False,False
2023-09-05,84,atorvastatin,76.14,7.86,0.62,False,-0.126,False,False
2023-09-06,64,atorvastatin,75.75,-11.75,-0.62,False,-0.122,False,False
2023-09-07,70,atorvastatin,76.01,-6.01,-0.26,False,-0.134,False,False
2023-09-08,72,atorvastatin,78.07,-6.07,-0.25,False,-0.099,False,False
2023-09-09,20,atorvastatin,14.66,5.34,0.48,False,-0.115,False,False
2023-09-10,8,atorvastatin,6.16,1.84,0.31,False,-0.128,False,False
2023-09-11,75,atorvastatin,71.45,3.55,0.41,False,-0.126,False,False
2023-09-12,80,atorvastatin,75.66,4.34,0.44,False,-0.132,False,False
2023-09-13,77,atorvastatin,74.94,2.06,0.34,False,-0.131,False,False
2023-09-14,61,atorvastatin,76.55,-15.55,-1.25,False,-0.138,False,False
2023-09-15,65,atorvastatin,77.68,-12.68,-0.94,False,-0.128,False,False
2023-09-16,11,atorvastatin,13.61,-2.61,0.06,False,-0.14,False,False
2023-09-17,6,atorvastatin,4.33,1.67,0.47,False,-0.15,False,False
2023-09-18,60,atorvastatin,69.61,-9.61,-0.61,False,-0.137,False,False
2023-09-19,62,atorvastatin,72.53,-10.53,-0.68,False,-0.114,False,False
2023-09-20,72,atorvastatin,70.34,1.66,0.5,False,-0.096,False,False
2023-09-21,72,atorvastatin,71.91,0.09,0.33,False,-0.13,False,False
2023-09-22,82,atorvastatin,74.58,7.42,1.23,False,-0.138,False,False
2023-09-23,22,atorvastatin,12.49,9.51,1.41,False,-0.13,False,False
2023-09-24,3,atorvastatin,4.4,-1.4,0.16,False,-0.134,False,False
2023-09-25,82,atorvastatin,69.37,12.63,1.62,False,-0.131,False,False
2023-09-26,71,atorvastatin,74.47,-3.47,-0.14,False,-0.147,False,False
2023-09-27,66,atorvastatin,72.98,-6.98,-0.62,False,-0.137,False,False
2023-09-28,70,atorvastatin,73.7,-3.7,-0.25,False,-0.153,False,False
2023-09-29,62,atorvastatin,75.99,-13.99,-1.39,False,-0.129,False,False
2023-09-30,26,atorvastatin,11.8,14.2,1.78,False,-0.126,False,False
2023-10-01,12,atorvastatin,4.17,7.83,1.04,False,-0.075,False,False
2023-10-02,43,atorvastatin,70.05,-27.05,-2.65,True,-0.01,False,False
2023-10-03,81,atorvastatin,71.26,9.74,1.2,False,-0.069,False,False
2023-10-04,83,atorvastatin,71.06,11.94,1.33,False,-0.104,False,False
2023-10-05,99,atorvastatin,73.64,25.36,2.4,False,-0.099,False,False
2023-10-06,85,atorvastatin,78.79,6.21,0.57,False,-0.138,False,False
2023-10-07,16,atorvastatin,16.58,-0.58,-0.09,False,-0.134,False,False
2023-10-08,11,atorvastatin,7.5,3.5,0.27,False,-0.126,False,False
2023-10-09,83,atorvastatin,72.95,10.05,0.87,False,-0.109,False,False
2023-10-10,67,atorvastatin,77.8,-10.8,-1.04,False,-0.127,False,False
2023-10-11,67,atorvastatin,75.59,-8.59,-0.79,False,-0.132,False,False
2023-10-12,69,atorvastatin,76.16,-7.16,-0.62,False,-0.144,False,False
2023-10-13,81,atorvastatin,78.11,2.89,0.29,False,-0.132,False,False
2023-10-14,9,atorvastatin,15.58,-6.58,-0.62,False,-0.139,False,False
2023-10-15,7,atorvastatin,5.9,1.1,0.06,False,-0.156,False,False
2023-10-16,71,atorvastatin,71.12,-0.12,-0.06,False,-0.145,False,False
2023-10-17,85,atorvastatin,74.97,10.03,0.88,False,-0.148,False,False
2023-10-18,72,atorvastatin,74.81,-2.81,-0.37,False,-0.138,False,False
2023-10-19,98,atorvastatin,75.94,22.06,1.85,False,-0.104,False,False
2023-10-20,106,atorvastatin,80.76,25.24,1.93,False,-0.045,False,False
2023-10-21,29,atorvastatin,20.42,8.58,0.47,False,-0.067,False,False
2023-10-22,6,atorvastatin,12.24,-6.24,-0.77,False,-0.083,False,False
2023-10-23,71,atorvastatin,76.74,-5.74,-0.68,False,-0.092,False,False
2023-10-24,36,atorvastatin,80.04,-44.04,-3.1,True,-0.082,False,False
2023-10-25,55,atorvastatin,74.56,-19.56,-1.31,False,-0.11,False,False
2023-10-26,98,atorvastatin,74.05,23.95,1.52,False,-0.103,False,False
2023-10-27,85,atorvastatin,79.06,5.94,0.32,False,-0.148,False,False
2023-10-28,21,atorvastatin,16.82,4.18,0.19,False,-0.129,False,False
2023-10-29,2,atorvastatin,8.21,-6.21,-0.52,False,-0.126,False,False
2023-10-30,72,atorvastatin,72.71,-0.71,-0.12,False,-0.135,False,False
2023-10-31,86,atorvastatin,76.5,9.5,0.56,False,-0.139,False,False
2023-11-01,65,atorvastatin,76.28,-11.28,-0.91,False,-0.132,False,False
2023-11-02,86,atorvastatin,76.58,9.42,0.55,False,-0.124,False,False
2023-11-03,97,atorvastatin,80.16,16.84,1.05,False,-0.111,False,False
2023-11-04,15,atorvastatin,19.0,-4.0,-0.35,False,-0.121,False,False
2023-11-05,6,atorvastatin,9.58,-3.58,-0.3,False,-0.136,False,False
2023-11-06,69,atorvastatin,74.34,-5.34,-0.42,False,-0.13,False,False
2023-11-07,80,atorvastatin,77.68,2.32,0.15,False,-0.152,False,False
2023-11-08,77,atorvastatin,76.75,0.25,0.02,False,-0.142,False,False
2023-11-09,91,atorvastatin,78.19,12.81,0.89,False,-0.116,False,False
2023-11-10,81,atorvastatin,82.1,-1.1,-0.16,False,-0.14,False,False
2023-11-11,18,atorvastatin,19.18,-1.18,-0.18,False,-0.139,False,False
2023-11-12,2,atorvastatin,10.03,-8.03,-0.66,False,-0.126,False,False
2023-11-13,63,atorvastatin,74.36,-11.36,-0.89,False,-0.136,False,False
2023-11-14,57,atorvastatin,77.1,-20.1,-1.42,False,-0.132,False,False
2023-11-15,61,atorvastatin,73.98,-12.98,-0.88,False,-0.12,False,False
2023-11-16,94,atorvastatin,74.11,19.89,1.36,False,-0.116,False,False
2023-11-17,106,atorvastatin,78.72,27.28,1.7,False,-0.061,False,False
2023-11-18,39,atorvastatin,18.58,20.42,1.27,False,-0.106,False,False
2023-11-19,0,atorvastatin,11.56,-11.56,-0.75,False,-0.094,False,False
2023-11-20,107,atorvastatin,75.54,31.46,1.96,False,-0.029,False,False
2023-11-21,80,atorvastatin,82.49,-2.49,-0.19,False,-0.092,False,False
2023-11-22,83,atorvastatin,81.09,1.91,0.07,False,-0.071,False,False
2023-11-23,56,atorvastatin,82.69,-26.69,-1.95,False,-0.049,False,False
2023-11-24,65,atorvastatin,82.72,-17.72,-1.34,False,-0.129,False,False
2023-11-25,19,atorvastatin,18.17,0.83,0.02,False,-0.12,False,False
2023-11-26,6,atorvastatin,9.22,-3.22,-0.26,False,-0.14,False,False
2023-11-27,47,atorvastatin,74.02,-27.02,-1.82,False,-0.091,False,False
2023-11-28,66,atorvastatin,75.23,-9.23,-0.58,False,-0.108,False,False
2023-11-29,96,atorvastatin,73.17,22.83,1.51,False,-0.083,False,False
2023-11-30,70,atorvastatin,76.82,-6.82,-0.41,False,-0.153,False,False
2023-12-01,60,atorvastatin,78.8,-18.8,-1.17,False,-0.132,False,False
2023-12-02,24,atorvastatin,14.14,9.86,0.7,False,-0.129,False,False
2023-12-03,6,atorvastatin,6.08,-0.08,0.09,False,-0.14,False,False
2023-12-04,62,atorvastatin,71.19,-9.19,-0.51,False,-0.139,False,False
2023-12-05,52,atorvastatin,74.15,-22.15,-1.29,False,-0.122,False,False
2023-12-06,72,atorvastatin,70.82,1.18,0.2,False,-0.069,False,False
2023-12-07,50,atorvastatin,72.34,-22.34,-1.23,False,-0.0,False,False
2023-12-08,67,atorvastatin,72.81,-5.81,-0.18,False,-0.045,False,False
2023-12-09,3,atorvastatin,9.42,-6.42,-0.18,False,-0.042,False,False
2023-12-10,5,atorvastatin,-0.24,5.24,0.55,False,-0.07,False,False
2023-12-11,70,atorvastatin,65.39,4.61,0.5,False,-0.068,False,False
2023-12-12,86,atorvastatin,69.7,16.3,1.16,False,-0.129,False,False
2023-12-13,58,atorvastatin,70.15,-12.15,-0.6,False,-0.096,False,False
2023-12-14,47,atorvastatin,70.37,-23.37,-1.28,False,-0.072,False,False
2023-12-15,67,atorvastatin,70.73,-3.73,-0.09,False,-0.127,False,False
2023-12-16,0,atorvastatin,7.55,-7.55,-0.28,False,-0.051,False,False
2023-12-17,0,atorvastatin,-2.22,2.22,0.43,False,-0.059,False,False
2023-12-18,105,atorvastatin,63.11,41.89,2.78,True,-0.038,False,False
2023-12-19,89,atorvastatin,71.08,17.92,1.21,False,-0.097,False,False
2023-12-20,65,atorvastatin,71.69,-6.69,-0.2,False,-0.069,False,False
2023-12-21,83,atorvastatin,72.44,10.56,0.88,False,-0.058,False,False
2023-12-22,91,atorvastatin,76.13,14.87,1.1,False,-0.048,False,False
2023-12-23,12,atorvastatin,14.78,-2.78,-0.06,False,-0.065,False,False
2023-12-24,4,atorvastatin,5.48,-1.48,-0.01,False,-0.088,False,False
2023-12-25,42,atorvastatin,70.45,-28.45,-1.66,False,-0.091,False,False
2023-12-26,60,atorvastatin,71.52,-11.52,-0.56,False,-0.126,False,False
2023-12-27,76,atorvastatin,69.23,6.77,0.54,False,-0.135,False,False
2023-12-28,88,atorvastatin,71.31,16.69,1.12,False,-0.122,False,False
2023-12-29,66,atorvastatin,75.6,-9.6,-0.53,False,-0.134,False,False
2023-12-30,18,atorvastatin,11.84,6.16,0.5,False,-0.123,False,False
2023-12-31,4,atorvastatin,3.42,0.58,0.08,False,-0.126,False,False
2024-01-01,27,atorvastatin,68.59,-41.59,-2.42,False,-0.043,False,False
2024-01-02,90,atorvastatin,68.37,21.63,1.38,False,-0.133,False,False
2024-01-03,70,atorvastatin,69.34,0.66,0.12,False,-0.125,False,False
2024-01-04,86,atorvastatin,70.81,15.19,0.92,False,-0.117,False,False
2024-01-05,75,atorvastatin,74.96,0.04,0.01,False,-0.136,False,False
2024-01-06,14,atorvastatin,12.15,1.85,0.07,False,-0.118,False,False
2024-01-07,9,atorvastatin,3.3,5.7,0.29,False,-0.129,False,False
2024-01-08,43,atorvastatin,68.97,-25.97,-1.58,False,-0.101,False,False
2024-01-09,78,atorvastatin,70.29,7.71,0.43,False,-0.15,False,False
2024-01-10,90,atorvastatin,69.89,20.11,1.11,False,-0.133,False,False
2024-01-11,97,atorvastatin,73.27,23.73,1.29,False,-0.112,False,False
2024-01-12,66,atorvastatin,78.26,-12.26,-0.78,False,-0.139,False,False
2024-01-13,9,atorvastatin,14.24,-5.24,-0.43,False,-0.119,False,False
2024-01-14,13,atorvastatin,4.7,8.3,0.36,False,-0.122,False,False
2024-01-15,44,atorvastatin,70.63,-26.63,-1.62,False,-0.1,False,False
2024-01-16,71,atorvastatin,71.87,-0.87,-0.14,False,-0.15,False,False
2024-01-17,81,atorvastatin,70.64,10.36,0.62,False,-0.139,False,False
2024-01-18,78,atorvastatin,73.06,4.94,0.31,False,-0.133,False,False
2024-01-19,61,atorvastatin,76.2,-15.2,-0.95,False,-0.129,False,False
2024-01-20,20,atorvastatin,11.89,8.11,0.53,False,-0.112,False,False
2024-01-21,2,atorvastatin,3.66,-1.66,-0.05,False,-0.117,False,False
2024-01-22,72,atorvastatin,68.61,3.39,0.26,False,-0.143,False,False
2024-01-23,79,atorvastatin,72.81,6.19,0.42,False,-0.153,False,False
2024-01-24,84,atorvastatin,72.26,11.74,0.73,False,-0.132,False,False
2024-01-25,68,atorvastatin,74.82,-6.82,-0.54,False,-0.153,False,False
2024-01-26,38,atorvastatin,76.81,-38.81,-2.36,False,-0.095,False,False
2024-01-27,6,atorvastatin,10.18,-4.18,-0.19,False,-0.09,False,False
2024-01-28,2,atorvastatin,0.74,1.26,0.12,False,-0.104,False,False
2024-01-29,79,atorvastatin,65.98,13.02,0.84,False,-0.118,False,False
2024-01-30,89,atorvastatin,71.12,17.88,1.08,False,-0.122,False,False
2024-01-31,74,atorvastatin,71.72,2.28,0.05,False,-0.125,False,False
2024-02-01,93,atorvastatin,73.36,19.64,1.27,False,-0.097,False,False
2024-02-02,89,atorvastatin,77.94,11.06,0.64,False,-0.096,False,False
2024-02-03,20,atorvastatin,16.21,3.79,0.17,False,-0.104,False,False
2024-02-04,39,atorvastatin,7.56,31.44,1.9,False,-0.025,False,False
2024-02-05,96,atorvastatin,75.76,20.24,1.1,False,-0.019,False,False
2024-02-06,86,atorvastatin,81.61,4.39,0.09,False,-0.055,False,False
2024-02-07,82,atorvastatin,80.89,1.11,-0.2,False,-0.057,False,False
2024-02-08,75,atorvastatin,82.4,-7.4,-0.74,False,-0.062,False,False
2024-02-09,101,atorvastatin,84.33,16.67,0.92,False,-0.014,False,False
2024-02-10,9,atorvastatin,23.15,-14.15,-1.13,False,-0.041,False,False
2024-02-11,12,atorvastatin,12.74,-0.74,-0.23,False,-0.078,False,False
2024-02-12,53,atorvastatin,77.78,-24.78,-1.78,False,-0.116,False,False
2024-02-13,68,atorvastatin,79.21,-11.21,-0.82,False,-0.151,False,False
2024-02-14,76,atorvastatin,76.95,-0.95,-0.21,False,-0.145,False,False
2024-02-15,83,atorvastatin,78.27,4.73,0.18,False,-0.135,False,False
2024-02-16,82,atorvastatin,81.39,0.61,-0.09,False,-0.154,False,False
2024-02-17,10,atorvastatin,18.63,-8.63,-0.71,False,-0.14,False,False
2024-02-18,13,atorvastatin,8.76,4.24,0.16,False,-0.124,False,False
2024-02-19,91,atorvastatin,74.29,16.71,1.02,False,-0.123,False,False
2024-02-20,74,atorvastatin,79.79,-5.79,-0.57,False,-0.151,False,False
2024-02-21,84,atorvastatin,78.07,5.93,0.26,False,-0.141,False,False
2024-02-22,98,atorvastatin,80.06,17.94,1.06,False,-0.094,False,False
2024-02-23,82,atorvastatin,84.48,-2.48,-0.33,False,-0.109,False,False
2024-02-24,13,atorvastatin,21.42,-8.42,-0.74,False,-0.1,False,False
2024-02-25,11,atorvastatin,11.56,-0.56,-0.33,False,-0.088,False,False
2024-02-26,70,atorvastatin,76.62,-6.62,-0.82,False,-0.127,False,False
2024-02-27,98,atorvastatin,79.83,18.17,1.14,False,-0.098,False,False
2024-02-28,63,atorvastatin,80.46,-17.46,-1.58,False,-0.125,False,False
2024-02-29,83,atorvastatin,80.16,2.84,0.03,False,-0.133,False,False
2024-03-01,80,atorvastatin,83.09,-3.09,-0.42,False,-0.141,False,False
2024-03-02,22,atorvastatin,19.97,2.03,0.03,False,-0.128,False,False
2024-03-03,13,atorvastatin,11.14,1.86,0.04,False,-0.109,False,False
2024-03-04,69,atorvastatin,76.44,-7.44,-0.69,False,-0.122,False,False
2024-03-05,75,atorvastatin,79.57,-4.57,-0.4,False,-0.126,False,False
2024-03-06,75,atorvastatin,77.97,-2.97,-0.2,False,-0.123,False,False
2024-03-07,78,atorvastatin,79.09,-1.09,0.01,False,-0.111,False,False
2024-03-08,87,atorvastatin,81.64,5.36,0.64,False,-0.1,False,False
2024-03-09,3,atorvastatin,19.35,-16.35,-1.45,False,-0.111,False,False
2024-03-10,9,atorvastatin,8.71,0.29,0.22,False,-0.138,False,False
2024-03-11,87,atorvastatin,73.85,13.15,1.43,False,-0.125,False,False
2024-03-12,86,atorvastatin,79.01,6.99,0.77,False,-0.137,False,False
2024-03-13,76,atorvastatin,78.54,-2.54,-0.29,False,-0.132,False,False
2024-03-14,84,atorvastatin,79.7,4.3,0.43,False,-0.121,False,False
2024-03-15,86,atorvastatin,82.78,3.22,0.29,False,-0.114,False,False
2024-03-16,15,atorvastatin,20.28,-5.28,-0.64,False,-0.119,False,False
2024-03-17,10,atorvastatin,10.73,-0.73,-0.12,False,-0.115,False,False
2024-03-18,91,atorvastatin,75.77,15.23,1.58,False,-0.11,False,False
2024-03-19,97,atorvastatin,81.13,15.87,1.54,False,-0.098,False,False
2024-03-20,90,atorvastatin,81.54,8.46,0.81,False,-0.102,False,False
2024-03-21,94,atorvastatin,83.78,10.22,0.94,False,-0.072,False,False
2024-03-22,82,atorvastatin,87.44,-5.44,-0.75,False,-0.075,False,False
2024-03-23,8,atorvastatin,24.09,-16.09,-1.79,False,-0.045,False,False
2024-03-24,7,atorvastatin,13.48,-6.48,-0.72,False,-0.065,False,False
2024-03-25,57,atorvastatin,77.96,-20.96,-2.1,False,-0.08,False,False
2024-03-26,101,atorvastatin,79.76,21.24,1.97,False,-0.083,False,False
2024-03-27,62,atorvastatin,80.69,-18.69,-1.69,False,-0.114,False,False
2024-03-28,77,atorvastatin,80.27,-3.27,-0.24,False,-0.133,False,False
2024-03-29,95,atorvastatin,82.6,12.4,1.17,False,-0.095,False,False
2024-03-30,7,atorvastatin,21.0,-14.0,-1.29,False,-0.098,False,False
2024-03-31,5,atorvastatin,10.6,-5.6,-0.49,False,-0.116,False,False
2024-04-01,72,atorvastatin,75.16,-3.16,-0.25,False,-0.104,False,False
2024-04-02,72,atorvastatin,78.71,-6.71,-0.55,False,-0.15,False,False
2024-04-03,62,atorvastatin,76.9,-14.9,-1.26,False,-0.13,False,False
2024-04-04,72,atorvastatin,76.85,-4.85,-0.34,False,-0.146,False,False
2024-04-05,81,atorvastatin,79.03,1.97,0.26,False,-0.148,False,False
2024-04-06,19,atorvastatin,16.4,2.6,0.31,False,-0.141,False,False
2024-04-07,5,atorvastatin,7.63,-2.63,-0.14,False,-0.144,False,False
2024-04-08,82,atorvastatin,72.49,9.51,0.91,False,-0.131,False,False
2024-04-09,57,atorvastatin,77.28,-20.28,-1.72,False,-0.131,False,False
2024-04-10,84,atorvastatin,74.14,9.86,0.97,False,-0.129,False,False
2024-04-11,44,atorvastatin,76.52,-32.52,-2.42,False,-0.088,False,False
2024-04-12,86,atorvastatin,75.98,10.02,0.94,False,-0.143,False,False
2024-04-13,21,atorvastatin,14.15,6.85,0.68,False,-0.14,False,False
2024-04-14,7,atorvastatin,5.79,1.21,0.24,False,-0.157,False,False
2024-04-15,69,atorvastatin,71.02,-2.02,-0.02,False,-0.138,False,False
2024-04-16,63,atorvastatin,74.69,-11.69,-0.75,False,-0.134,False,False
2024-04-17,68,atorvastatin,72.39,-4.39,-0.13,False,-0.122,False,False
2024-04-18,68,atorvastatin,73.36,-5.36,-0.16,False,-0.143,False,False
2024-04-19,109,atorvastatin,75.49,33.51,2.68,True,-0.071,False,False
2024-04-20,24,atorvastatin,15.97,8.03,0.8,False,-0.135,False,False
2024-04-21,5,atorvastatin,7.73,-2.73,-0.01,False,-0.147,False,False
2024-04-22,54,atorvastatin,72.57,-18.57,-1.17,False,-0.127,False,False
2024-04-23,99,atorvastatin,74.61,24.39,1.81,False,-0.114,False,False
2024-04-24,85,atorvastatin,75.85,9.15,0.7,False,-0.119,False,False
2024-04-25,86,atorvastatin,78.16,7.84,0.66,False,-0.086,False,False
2024-04-26,86,atorvastatin,81.59,4.41,0.36,False,-0.121,False,False
2024-04-27,28,atorvastatin,19.2,8.8,0.66,False,-0.108,False,False
2024-04-28,5,atorvastatin,11.04,-6.04,-0.42,False,-0.117,False,False
2024-04-29,74,atorvastatin,75.56,-1.56,-0.11,False,-0.11,False,False
2024-04-30,112,atorvastatin,79.27,32.73,2.24,False,-0.033,False,False
2024-05-01,62,atorvastatin,81.33,-19.33,-1.37,False,-0.1,False,False
