date,count,drug
2022-04-07,26,sertraline
2022-04-08,20,sertraline
2022-04-09,4,sertraline
2022-04-10,2,sertraline
2022-04-11,29,sertraline
2022-04-12,30,sertraline
2022-04-13,18,sertraline
2022-04-14,19,sertraline
2022-04-15,22,sertraline
2022-04-16,4,sertraline
2022-04-17,2,sertraline
2022-04-18,23,sertraline
2022-04-19,35,sertraline
2022-04-20,27,sertraline
2022-04-21,29,sertraline
2022-04-22,21,sertraline
2022-04-23,4,sertraline
2022-04-24,1,sertraline
2022-04-25,25,sertraline
2022-04-26,23,sertraline
2022-04-27,33,sertraline
2022-04-28,39,sertraline
2022-04-29,34,sertraline
2022-04-30,7,sertraline
2022-05-01,1,sertraline
2022-05-02,23,sertraline
2022-05-03,15,sertraline
2022-05-04,30,sertraline
2022-05-05,28,sertraline
2022-05-06,37,sertraline
2022-05-07,4,sertraline
2022-05-08,2,sertraline
2022-05-09,36,sertraline
2022-05-10,34,sertraline
2022-05-11,28,sertraline
2022-05-12,29,sertraline
2022-05-13,31,sertraline
2022-05-15,1,sertraline
2022-05-16,27,sertraline
2022-05-17,30,sertraline
2022-05-18,23,sertraline
2022-05-19,27,sertraline
2022-05-20,31,sertraline
2022-05-21,6,sertraline
2022-05-22,3,sertraline
2022-05-23,28,sertraline
2022-05-24,29,sertraline
2022-05-25,18,sertraline
2022-05-26,31,sertraline
2022-05-27,24,sertraline
2022-05-28,5,sertraline
2022-05-29,4,sertraline
2022-05-30,14,sertraline
2022-05-31,27,sertraline
2022-06-01,33,sertraline
2022-06-02,24,sertraline
2022-06-03,25,sertraline
2022-06-04,9,sertraline
2022-06-05,2,sertraline
2022-06-06,24,sertraline
2022-06-07,21,sertraline
2022-06-08,14,sertraline
2022-06-09,29,sertraline
2022-06-10,23,sertraline
2022-06-11,3,sertraline
2022-06-12,3,sertraline
2022-06-13,24,sertraline
2022-06-14,26,sertraline
2022-06-15,20,sertraline
2022-06-16,24,sertraline
2022-06-17,20,sertraline
2022-06-18,5,sertraline
2022-06-19,2,sertraline
2022-06-20,21,sertraline
2022-06-21,30,sertraline
2022-06-22,45,sertraline
2022-06-23,34,sertraline
2022-06-24,31,sertraline
2022-06-25,2,sertraline
2022-06-26,1,sertraline
2022-06-27,24,sertraline
2022-06-28,37,sertraline
2022-06-29,28,sertraline
2022-06-30,16,sertraline
2022-07-01,18,sertraline
2022-07-02,1,sertraline
2022-07-03,2,sertraline
2022-07-04,25,sertraline
2022-07-05,32,sertraline
2022-07-06,36,sertraline
2022-07-07,25,sertraline
2022-07-08,24,sertraline
2022-07-09,6,sertraline
2022-07-10,1,sertraline
2022-07-11,27,sertraline
2022-07-12,30,sertraline
2022-07-13,24,sertraline
2022-07-14,21,sertraline
2022-07-15,22,sertraline
2022-07-16,4,sertraline
2022-07-17,1,sertraline
2022-07-18,37,sertraline
2022-07-19,33,sertraline
2022-07-20,20,sertraline
2022-07-21,35,sertraline
2022-07-22,35,sertraline
2022-07-23,7,sertraline
2022-07-24,2,sertraline
2022-07-25,32,sertraline
2022-07-26,29,sertraline
2022-07-27,34,sertraline
2022-07-28,29,sertraline
2022-07-29,30,sertraline
2022-07-30,7,sertraline
2022-07-31,4,sertraline
2022-08-01,20,sertraline
2022-08-02,25,sertraline
2022-08-03,41,sertraline
2022-08-04,38,sertraline
2022-08-05,33,sertraline
2022-08-06,11,sertraline
2022-08-08,19,sertraline
2022-08-09,24,sertraline
2022-08-10,41,sertraline
2022-08-11,28,sertraline
2022-08-12,35,sertraline
2022-08-13,3,sertraline
2022-08-14,2,sertraline
2022-08-15,11,sertraline
2022-08-16,37,sertraline
2022-08-17,37,sertraline
2022-08-18,37,sertraline
2022-08-19,14,sertraline
2022-08-20,5,sertraline
2022-08-21,3,sertraline
2022-08-22,27,sertraline
2022-08-23,17,sertraline
2022-08-24,29,sertraline
2022-08-25,28,sertraline
2022-08-26,24,sertraline
2022-08-27,6,sertraline
2022-08-28,5,sertraline
2022-08-29,27,sertraline
2022-08-30,26,sertraline
2022-08-31,20,sertraline
2022-09-01,31,sertraline
2022-09-02,24,sertraline
2022-09-03,6,sertraline
2022-09-05,21,sertraline
2022-09-06,37,sertraline
2022-09-07,33,sertraline
2022-09-08,12,sertraline
2022-09-09,17,sertraline
2022-09-10,5,sertraline
2022-09-11,1,sertraline
2022-09-12,27,sertraline
2022-09-13,22,sertraline
2022-09-14,24,sertraline
2022-09-15,29,sertraline
2022-09-16,19,sertraline
2022-09-17,6,sertraline
2022-09-18,3,sertraline
2022-09-19,35,sertraline
2022-09-20,25,sertraline
2022-09-21,19,sertraline
2022-09-22,32,sertraline
2022-09-23,32,sertraline
2022-09-24,6,sertraline
2022-09-25,4,sertraline
2022-09-26,33,sertraline
2022-09-27,50,sertraline
2022-09-28,37,sertraline
2022-09-29,27,sertraline
2022-09-30,31,sertraline
2022-10-01,15,sertraline
2022-10-02,2,sertraline
2022-10-03,30,sertraline
2022-10-04,27,sertraline
2022-10-05,9,sertraline
2022-10-06,39,sertraline
2022-10-07,26,sertraline
2022-10-08,15,sertraline
2022-10-09,3,sertraline
2022-10-10,35,sertraline
2022-10-11,36,sertraline
2022-10-12,25,sertraline
2022-10-13,31,sertraline
2022-10-14,43,sertraline
2022-10-15,8,sertraline
2022-10-16,1,sertraline
2022-10-17,28,sertraline
2022-10-18,21,sertraline
2022-10-19,30,sertraline
2022-10-20,31,sertraline
2022-10-21,27,sertraline
2022-10-22,7,sertraline
2022-10-23,4,sertraline
2022-10-24,23,sertraline
2022-10-25,22,sertraline
2022-10-26,31,sertraline
2022-10-27,41,sertraline
2022-10-28,22,sertraline
2022-10-29,11,sertraline
2022-10-30,4,sertraline
2022-10-31,24,sertraline
2022-11-01,27,sertraline
2022-11-02,17,sertraline
2022-11-03,38,sertraline
2022-11-04,42,sertraline
2022-11-05,6,sertraline
2022-11-06,1,sertraline
2022-11-07,36,sertraline
2022-11-08,19,sertraline
2022-11-09,18,sertraline
2022-11-10,43,sertraline
2022-11-11,27,sertraline
2022-11-12,4,sertraline
2022-11-13,3,sertraline
2022-11-14,37,sertraline
2022-11-15,30,sertraline
2022-11-16,17,sertraline
2022-11-17,21,sertraline
2022-11-18,29,sertraline
2022-11-19,9,sertraline
2022-11-20,1,sertraline
2022-11-21,22,sertraline
2022-11-22,21,sertraline
2022-11-23,22,sertraline
2022-11-24,23,sertraline
2022-11-25,24,sertraline
2022-11-26,4,sertraline
2022-11-27,17,sertraline
2022-11-28,17,sertraline
2022-11-29,36,sertraline
2022-11-30,23,sertraline
2022-12-01,34,sertraline
2022-12-02,30,sertraline
2022-12-03,9,sertraline
2022-12-04,6,sertraline
2022-12-05,24,sertraline
2022-12-06,27,sertraline
2022-12-07,23,sertraline
2022-12-08,41,sertraline
2022-12-09,28,sertraline
2022-12-10,4,sertraline
2022-12-11,3,sertraline
2022-12-12,28,sertraline
2022-12-13,57,sertraline
2022-12-14,40,sertraline
2022-12-15,32,sertraline
2022-12-16,29,sertraline
2022-12-17,8,sertraline
2022-12-18,5,sertraline
2022-12-19,26,sertraline
2022-12-20,36,sertraline
2022-12-21,30,sertraline
2022-12-22,36,sertraline
2022-12-23,28,sertraline
2022-12-24,9,sertraline
2022-12-25,3,sertraline
2022-12-26,22,sertraline
2022-12-27,25,sertraline
2022-12-28,31,sertraline
2022-12-29,29,sertraline
2022-12-30,29,sertraline
2022-12-31,6,sertraline
2023-01-02,14,sertraline
2023-01-03,33,sertraline
2023-01-04,47,sertraline
2023-01-05,26,sertraline
2023-01-06,27,sertraline
2023-01-07,8,sertraline
2023-01-08,1,sertraline
2023-01-09,22,sertraline
2023-01-10,29,sertraline
2023-01-11,28,sertraline
2023-01-12,24,sertraline
2023-01-13,32,sertraline
2023-01-14,2,sertraline
2023-01-15,5,sertraline
2023-01-16,24,sertraline
2023-01-17,39,sertraline
2023-01-18,22,sertraline
2023-01-19,28,sertraline
2023-01-20,35,sertraline
2023-01-21,4,sertraline
2023-01-22,6,sertraline
2023-01-23,37,sertraline
2023-01-24,38,sertraline
2023-01-25,37,sertraline
2023-01-26,20,sertraline
2023-01-27,35,sertraline
2023-01-28,11,sertraline
2023-01-29,9,sertraline
2023-01-30,38,sertraline
2023-01-31,27,sertraline
2023-02-01,45,sertraline
2023-02-02,38,sertraline
2023-02-03,35,sertraline
2023-02-04,4,sertraline
2023-02-05,2,sertraline
2023-02-06,29,sertraline
2023-02-07,29,sertraline
2023-02-08,28,sertraline
2023-02-09,43,sertraline
2023-02-10,32,sertraline
2023-02-11,10,sertraline
2023-02-12,2,sertraline
2023-02-13,38,sertraline
2023-02-14,23,sertraline
2023-02-15,32,sertraline
2023-02-16,34,sertraline
2023-02-17,39,sertraline
2023-02-18,8,sertraline
2023-02-19,5,sertraline
2023-02-20,37,sertraline
2023-02-21,28,sertraline
2023-02-22,43,sertraline
2023-02-23,28,sertraline
2023-02-24,35,sertraline
2023-02-25,7,sertraline
2023-02-26,2,sertraline
2023-02-27,26,sertraline
2023-02-28,28,sertraline
2023-03-01,23,sertraline
2023-03-02,26,sertraline
2023-03-03,24,sertraline
2023-03-04,5,sertraline
2023-03-05,2,sertraline
2023-03-06,20,sertraline
2023-03-07,28,sertraline
2023-03-08,18,sertraline
2023-03-09,20,sertraline
2023-03-10,30,sertraline
2023-03-11,1,sertraline
2023-03-13,25,sertraline
2023-03-14,20,sertraline
2023-03-15,20,sertraline
2023-03-16,16,sertraline
2023-03-17,16,sertraline
2023-03-18,6,sertraline
2023-03-19,6,sertraline
2023-03-20,16,sertraline
2023-03-21,22,sertraline
2023-03-22,20,sertraline
2023-03-23,26,sertraline
2023-03-24,26,sertraline
2023-03-25,3,sertraline
2023-03-27,24,sertraline
2023-03-28,26,sertraline
2023-03-29,24,sertraline
2023-03-30,23,sertraline
2023-03-31,16,sertraline
2023-04-01,6,sertraline
2023-04-02,3,sertraline
2023-04-03,32,sertraline
2023-04-04,30,sertraline
2023-04-05,17,sertraline
2023-04-06,31,sertraline
2023-04-07,23,sertraline
2023-04-08,3,sertraline
2023-04-09,13,sertraline
2023-04-10,38,sertraline
2023-04-11,46,sertraline
2023-04-12,27,sertraline
2023-04-13,28,sertraline
2023-04-14,19,sertraline
2023-04-15,12,sertraline
2023-04-16,3,sertraline
2023-04-17,23,sertraline
2023-04-18,27,sertraline
2023-04-19,18,sertraline
2023-04-20,21,sertraline
2023-04-21,22,sertraline
2023-04-22,1,sertraline
2023-04-24,27,sertraline
2023-04-25,13,sertraline
2023-04-26,21,sertraline
2023-04-27,33,sertraline
2023-04-28,40,sertraline
2023-04-29,1,sertraline
2023-04-30,3,sertraline
2023-05-01,11,sertraline
2023-05-02,28,sertraline
2023-05-03,32,sertraline
2023-05-04,17,sertraline
2023-05-05,22,sertraline
2023-05-06,3,sertraline
2023-05-07,1,sertraline
2023-05-08,35,sertraline
2023-05-09,30,sertraline
2023-05-10,22,sertraline
2023-05-11,26,sertraline
2023-05-12,28,sertraline
2023-05-13,6,sertraline
2023-05-14,4,sertraline
2023-05-15,35,sertraline
2023-05-16,23,sertraline
2023-05-17,34,sertraline
2023-05-18,53,sertraline
2023-05-19,38,sertraline
2023-05-20,6,sertraline
2023-05-22,23,sertraline
2023-05-23,28,sertraline
2023-05-24,23,sertraline
2023-05-25,20,sertraline
2023-05-26,32,sertraline
2023-05-27,7,sertraline
2023-05-28,4,sertraline
2023-05-29,25,sertraline
2023-05-30,22,sertraline
2023-05-31,37,sertraline
2023-06-01,24,sertraline
2023-06-02,25,sertraline
2023-06-03,4,sertraline
2023-06-04,6,sertraline
2023-06-05,20,sertraline
2023-06-06,18,sertraline
2023-06-07,23,sertraline
2023-06-08,14,sertraline
2023-06-09,21,sertraline
2023-06-10,4,sertraline
2023-06-12,30,sertraline
2023-06-13,26,sertraline
2023-06-14,22,sertraline
2023-06-15,17,sertraline
2023-06-16,28,sertraline
2023-06-17,15,sertraline
2023-06-18,2,sertraline
2023-06-19,37,sertraline
2023-06-20,25,sertraline
2023-06-21,21,sertraline
2023-06-22,35,sertraline
2023-06-23,44,sertraline
2023-06-25,2,sertraline
2023-06-26,47,sertraline
2023-06-27,29,sertraline
2023-06-28,18,sertraline
2023-06-29,17,sertraline
2023-06-30,34,sertraline
2023-07-01,4,sertraline
2023-07-02,1,sertraline
2023-07-03,41,sertraline
2023-07-04,26,sertraline
2023-07-05,24,sertraline
2023-07-06,37,sertraline
2023-07-07,31,sertraline
2023-07-08,7,sertraline
2023-07-09,3,sertraline
2023-07-10,25,sertraline
2023-07-11,26,sertraline
2023-07-12,27,sertraline
2023-07-13,24,sertraline
2023-07-14,26,sertraline
2023-07-15,7,sertraline
2023-07-16,6,sertraline
2023-07-17,19,sertraline
2023-07-18,23,sertraline
2023-07-19,40,sertraline
2023-07-20,19,sertraline
2023-07-21,30,sertraline
2023-07-22,11,sertraline
2023-07-24,19,sertraline
2023-07-25,32,sertraline
2023-07-26,26,sertraline
2023-07-27,36,sertraline
2023-07-28,23,sertraline
2023-07-29,7,sertraline
2023-07-30,4,sertraline
2023-07-31,42,sertraline
2023-08-01,44,sertraline
2023-08-02,27,sertraline
2023-08-03,20,sertraline
2023-08-04,21,sertraline
2023-08-05,10,sertraline
2023-08-06,2,sertraline
2023-08-07,22,sertraline
2023-08-08,25,sertraline
2023-08-09,25,sertraline
2023-08-10,48,sertraline
2023-08-11,37,sertraline
2023-08-12,4,sertraline
2023-08-13,5,sertraline
2023-08-14,19,sertraline
2023-08-15,20,sertraline
2023-08-16,25,sertraline
2023-08-17,28,sertraline
2023-08-18,30,sertraline
2023-08-19,7,sertraline
2023-08-20,4,sertraline
2023-08-21,25,sertraline
2023-08-22,34,sertraline
2023-08-23,36,sertraline
2023-08-24,29,sertraline
2023-08-25,36,sertraline
2023-08-26,10,sertraline
2023-08-27,2,sertraline
2023-08-28,25,sertraline
2023-08-29,19,sertraline
2023-08-30,20,sertraline
2023-08-31,24,sertraline
2023-09-01,26,sertraline
2023-09-02,7,sertraline
2023-09-03,2,sertraline
2023-09-04,18,sertraline
2023-09-05,19,sertraline
2023-09-06,19,sertraline
2023-09-07,15,sertraline
2023-09-08,27,sertraline
2023-09-09,3,sertraline
2023-09-10,2,sertraline
2023-09-11,30,sertraline
2023-09-12,23,sertraline
2023-09-13,27,sertraline
2023-09-14,10,sertraline
2023-09-15,21,sertraline
2023-09-16,5,sertraline
2023-09-17,2,sertraline
2023-09-18,21,sertraline
2023-09-19,14,sertraline
2023-09-20,22,sertraline
2023-09-21,40,sertraline
2023-09-22,23,sertraline
2023-09-23,5,sertraline
2023-09-25,27,sertraline
2023-09-26,22,sertraline
2023-09-27,22,sertraline
2023-09-28,30,sertraline
2023-09-29,33,sertraline
2023-09-30,9,sertraline
2023-10-01,2,sertraline
2023-10-02,9,sertraline
2023-10-03,40,sertraline
2023-10-04,42,sertraline
2023-10-05,37,sertraline
2023-10-06,43,sertraline
2023-10-07,3,sertraline
2023-10-08,1,sertraline
2023-10-09,30,sertraline
2023-10-10,15,sertraline
2023-10-11,22,sertraline
2023-10-12,20,sertraline
2023-10-13,26,sertraline
2023-10-14,2,sertraline
2023-10-15,6,sertraline
2023-10-16,18,sertraline
2023-10-17,33,sertraline
2023-10-18,23,sertraline
2023-10-19,39,sertraline
2023-10-20,30,sertraline
2023-10-21,8,sertraline
2023-10-22,5,sertraline
2023-10-23,36,sertraline
2023-10-24,18,sertraline
2023-10-25,19,sertraline
2023-10-26,45,sertraline
2023-10-27,34,sertraline
2023-10-28,6,sertraline
2023-10-29,3,sertraline
2023-10-30,29,sertraline
2023-10-31,34,sertraline
2023-11-01,24,sertraline
2023-11-02,29,sertraline
2023-11-03,24,sertraline
2023-11-04,1,sertraline
2023-11-05,2,sertraline
2023-11-06,22,sertraline
2023-11-07,30,sertraline
2023-11-08,22,sertraline
2023-11-09,29,sertraline
2023-11-10,22,sertraline
2023-11-11,3,sertraline
2023-11-13,27,sertraline
2023-11-14,23,sertraline
2023-11-15,24,sertraline
2023-11-16,27,sertraline
2023-11-17,39,sertraline
2023-11-18,8,sertraline
2023-11-20,26,sertraline
2023-11-21,42,sertraline
2023-11-22,31,sertraline
2023-11-23,13,sertraline
2023-11-24,25,sertraline
2023-11-25,6,sertraline
2023-11-26,3,sertraline
2023-11-27,19,sertraline
2023-11-28,22,sertraline
2023-11-29,33,sertraline
2023-11-30,20,sertraline
2023-12-01,19,sertraline
2023-12-02,5,sertraline
2023-12-03,4,sertraline
2023-12-04,28,sertraline
2023-12-05,22,sertraline
2023-12-06,27,sertraline
2023-12-07,22,sertraline
2023-12-08,33,sertraline
2023-12-09,5,sertraline
2023-12-10,8,sertraline
2023-12-11,38,sertraline
2023-12-12,35,sertraline
2023-12-13,30,sertraline
2023-12-14,24,sertraline
2023-12-15,36,sertraline
2023-12-18,36,sertraline
2023-12-19,30,sertraline
2023-12-20,21,sertraline
2023-12-21,27,sertraline
2023-12-22,39,sertraline
2023-12-23,4,sertraline
2023-12-24,3,sertraline
2023-12-25,15,sertraline
2023-12-26,22,sertraline
2023-12-27,22,sertraline
2023-12-28,37,sertraline
2023-12-29,29,sertraline
2023-12-30,10,sertraline
2023-12-31,6,sertraline
2024-01-01,12,sertraline
2024-01-02,28,sertraline
2024-01-03,29,sertraline
2024-01-04,37,sertraline
2024-01-05,42,sertraline
2024-01-06,10,sertraline
2024-01-07,3,sertraline
2024-01-08,23,sertraline
2024-01-09,24,sertraline
2024-01-10,26,sertraline
2024-01-11,27,sertraline
2024-01-12,31,sertraline
2024-01-13,6,sertraline
2024-01-14,6,sertraline
2024-01-15,18,sertraline
2024-01-16,24,sertraline
2024-01-17,32,sertraline
2024-01-18,17,sertraline
2024-01-19,22,sertraline
2024-01-20,9,sertraline
2024-01-21,2,sertraline
2024-01-22,24,sertraline
2024-01-23,34,sertraline
2024-01-24,29,sertraline
2024-01-25,31,sertraline
2024-01-26,7,sertraline
2024-01-27,2,sertraline
2024-01-29,29,sertraline
2024-01-30,34,sertraline
2024-01-31,20,sertraline
2024-02-01,24,sertraline
2024-02-02,28,sertraline
2024-02-03,4,sertraline
2024-02-04,9,sertraline
2024-02-05,32,sertraline
2024-02-06,27,sertraline
2024-02-07,39,sertraline
2024-02-08,28,sertraline
2024-02-09,25,sertraline
2024-02-10,2,sertraline
2024-02-11,2,sertraline
2024-02-12,30,sertraline
2024-02-13,24,sertraline
2024-02-14,29,sertraline
2024-02-15,15,sertraline
2024-02-16,36,sertraline
2024-02-17,5,sertraline
2024-02-18,4,sertraline
2024-02-19,34,sertraline
2024-02-20,35,sertraline
2024-02-21,22,sertraline
2024-02-22,21,sertraline
2024-02-23,26,sertraline
2024-02-24,2,sertraline
2024-02-25,2,sertraline
2024-02-26,28,sertraline
2024-02-27,34,sertraline
2024-02-28,31,sertraline
2024-02-29,30,sertraline
2024-03-01,29,sertraline
2024-03-02,10,sertraline
2024-03-03,6,sertraline
2024-03-04,27,sertraline
2024-03-05,20,sertraline
2024-03-06,34,sertraline
2024-03-07,38,sertraline
2024-03-08,48,sertraline
2024-03-10,4,sertraline
2024-03-11,35,sertraline
2024-03-12,36,sertraline
2024-03-13,32,sertraline
2024-03-14,27,sertraline
2024-03-15,39,sertraline
2024-03-16,17,sertraline
2024-03-17,6,sertraline
2024-03-18,37,sertraline
2024-03-19,32,sertraline
2024-03-20,28,sertraline
2024-03-21,26,sertraline
2024-03-22,41,sertraline
2024-03-23,5,sertraline
2024-03-24,1,sertraline
2024-03-25,23,sertraline
2024-03-26,24,sertraline
2024-03-27,28,sertraline
2024-03-28,18,sertraline
2024-03-29,43,sertraline
2024-03-30,3,sertraline
2024-03-31,3,sertraline
2024-04-01,21,sertraline
2024-04-02,31,sertraline
2024-04-03,25,sertraline
2024-04-04,36,sertraline
2024-04-05,19,sertraline
2024-04-06,7,sertraline
2024-04-07,1,sertraline
2024-04-08,36,sertraline
2024-04-09,16,sertraline
2024-04-10,31,sertraline
2024-04-11,28,sertraline
2024-04-12,26,sertraline
2024-04-13,4,sertraline
2024-04-14,2,sertraline
2024-04-15,23,sertraline
2024-04-16,31,sertraline
2024-04-17,29,sertraline
2024-04-18,27,sertraline
2024-04-19,35,sertraline
2024-04-20,9,sertraline
2024-04-21,2,sertraline
2024-04-22,23,sertraline
2024-04-23,52,sertraline
2024-04-24,37,sertraline
2024-04-25,29,sertraline
2024-04-26,48,sertraline
2024-04-27,7,sertraline
2024-04-29,34,sertraline
2024-04-30,47,sertraline
2024-05-01,18,sertraline
2024-05-02,33,sertraline
2024-05-03,36,sertraline
2024-05-04,6,sertraline
2024-05-06,29,sertraline
2024-05-07,23,sertraline
2024-05-08,36,sertraline
2024-05-09,45,sertraline
2024-05-10,25,sertraline
2024-05-11,4,sertraline
2024-05-12,3,sertraline
2024-05-13,30,sertraline
2024-05-14,24,sertraline
2024-05-15,24,sertraline
2024-05-16,27,sertraline
2024-05-17,31,sertraline
2024-05-18,8,sertraline
2024-05-19,4,sertraline
2024-05-20,25,sertraline
2024-05-21,33,sertraline
2024-05-22,23,sertraline
2024-05-23,27,sertraline
2024-05-24,33,sertraline
2024-05-25,2,sertraline
2024-05-26,3,sertraline
2024-05-27,25,sertraline
2024-05-28,22,sertraline
2024-05-29,14,sertraline
2024-05-30,31,sertraline
2024-05-31,30,sertraline
2024-06-01,2,sertraline
2024-06-02,1,sertraline
2024-06-03,34,sertraline
2024-06-04,38,sertraline
2024-06-05,19,sertraline
2024-06-06,34,sertraline
2024-06-07,20,sertraline
2024-06-08,4,sertraline
2024-06-09,1,sertraline
2024-06-10,20,sertraline
2024-06-11,31,sertraline
2024-06-12,20,sertraline
2024-06-13,25,sertraline
2024-06-14,43,sertraline
2024-06-15,6,sertraline
2024-06-16,2,sertraline
2024-06-17,22,sertraline
2024-06-18,37,sertraline
2024-06-19,20,sertraline
2024-06-20,46,sertraline
2024-06-21,31,sertraline
2024-06-22,8,sertraline
2024-06-23,1,sertraline
2024-06-24,34,sertraline
2024-06-25,40,sertraline
2024-06-26,41,sertraline
2024-06-27,26,sertraline
2024-06-28,29,sertraline
2024-06-29,8,sertraline
2024-06-30,3,sertraline
2024-07-01,19,sertraline
2024-07-02,28,sertraline
2024-07-03,27,sertraline
2024-07-04,20,sertraline
2024-07-05,22,sertraline
2024-07-06,6,sertraline
2024-07-08,28,sertraline
2024-07-09,32,sertraline
2024-07-10,35,sertraline
2024-07-11,24,sertraline
2024-07-12,35,sertraline
2024-07-13,7,sertraline
2024-07-14,5,sertraline
2024-07-15,44,sertraline
2024-07-16,41,sertraline
2024-07-17,29,sertraline
2024-07-18,37,sertraline
2024-07-19,2,sertraline
2024-07-20,20,sertraline
2024-07-21,3,sertraline
2024-07-22,39,sertraline
2024-07-23,28,sertraline
2024-07-24,31,sertraline
2024-07-25,31,sertraline
2024-07-26,33,sertraline
2024-07-27,5,sertraline
2024-07-28,2,sertraline
2024-07-29,24,sertraline
2024-07-30,36,sertraline
2024-07-31,30,sertraline
2024-08-01,27,sertraline
2024-08-02,40,sertraline
2024-08-03,8,sertraline
2024-08-05,34,sertraline
2024-08-06,23,sertraline
2024-08-07,28,sertraline
2024-08-08,37,sertraline
2024-08-09,30,sertraline
2024-08-10,2,sertraline
2024-08-11,1,sertraline
2024-08-12,24,sertraline
2024-08-13,25,sertraline
2024-08-14,35,sertraline
2024-08-15,15,sertraline
2024-08-16,31,sertraline
2024-08-17,3,sertraline
2024-08-18,6,sertraline
2024-08-19,22,sertraline
2024-08-20,25,sertraline
2024-08-21,31,sertraline
2024-08-22,31,sertraline
2024-08-23,16,sertraline
2024-08-24,9,sertraline
2024-08-25,1,sertraline
2024-08-26,25,sertraline
2024-08-27,27,sertraline
2024-08-28,25,sertraline
2024-08-29,26,sertraline
2024-08-30,35,sertraline
2024-08-31,7,sertraline
2024-09-01,1,sertraline
2024-09-02,19,sertraline
2024-09-03,36,sertraline
2024-09-04,20,sertraline
2024-09-05,56,sertraline
2024-09-06,34,sertraline
2024-09-07,9,sertraline
2024-09-08,1,sertraline
2024-09-09,37,sertraline
2024-09-10,30,sertraline
2024-09-11,26,sertraline
2024-09-12,31,sertraline
2024-09-13,61,sertraline
2024-09-14,3,sertraline
2024-09-15,3,sertraline
2024-09-16,24,sertraline
2024-09-17,33,sertraline
2024-09-18,39,sertraline
2024-09-19,27,sertraline
2024-09-20,45,sertraline
2024-09-21,13,sertraline
2024-09-22,5,sertraline
2024-09-23,44,sertraline
2024-09-24,34,sertraline
2024-09-25,39,sertraline
2024-09-26,43,sertraline
2024-09-27,51,sertraline
2024-09-28,6,sertraline
2024-09-30,35,sertraline
2024-10-01,42,sertraline
2024-10-02,14,sertraline
2024-10-03,36,sertraline
2024-10-04,50,sertraline
2024-10-05,6,sertraline
2024-10-06,2,sertraline
2024-10-07,44,sertraline
2024-10-08,43,sertraline
2024-10-09,22,sertraline
2024-10-10,30,sertraline
2024-10-11,38,sertraline
2024-10-12,4,sertraline
2024-10-13,2,sertraline
2024-10-14,29,sertraline
2024-10-15,29,sertraline
2024-10-16,27,sertraline
2024-10-17,34,sertraline
2024-10-18,36,sertraline
2024-10-19,4,sertraline
2024-10-20,4,sertraline
2024-10-21,21,sertraline
2024-10-22,40,sertraline
2024-10-23,28,sertraline
2024-10-24,33,sertraline
2024-10-25,28,sertraline
2024-10-26,9,sertraline
2024-10-27,2,sertraline
2024-10-28,36,sertraline
2024-10-29,34,sertraline
2024-10-30,41,sertraline
2024-10-31,22,sertraline
2024-11-01,16,sertraline
2024-11-02,12,sertraline
2024-11-04,16,sertraline
2024-11-05,24,sertraline
2024-11-06,27,sertraline
2024-11-07,35,sertraline
2024-11-08,28,sertraline
2024-11-09,5,sertraline
2024-11-10,1,sertraline
2024-11-11,16,sertraline
2024-11-12,26,sertraline
2024-11-13,17,sertraline
2024-11-14,19,sertraline
2024-11-15,37,sertraline
2024-11-16,13,sertraline
2024-11-17,3,sertraline
2024-11-18,25,sertraline
2024-11-19,34,sertraline
2024-11-20,30,sertraline
2024-11-21,30,sertraline
2024-11-22,32,sertraline
2024-11-23,3,sertraline
2024-11-24,3,sertraline
2024-11-25,29,sertraline
2024-11-26,30,sertraline
2024-11-27,22,sertraline
2024-11-28,25,sertraline
2024-11-29,30,sertraline
2024-11-30,9,sertraline
2024-12-01,2,sertraline
2024-12-02,30,sertraline
2024-12-03,32,sertraline
2024-12-04,34,sertraline
2024-12-05,27,sertraline
2024-12-06,31,sertraline
2024-12-07,6,sertraline
2024-12-08,4,sertraline
2024-12-09,32,sertraline
2024-12-10,39,sertraline
2024-12-11,17,sertraline
2024-12-12,27,sertraline
2024-12-13,41,sertraline
2024-12-14,5,sertraline
2024-12-15,4,sertraline
2024-12-16,25,sertraline
2024-12-17,24,sertraline
2024-12-18,25,sertraline
2024-12-19,46,sertraline
2024-12-20,43,sertraline
2024-12-21,18,sertraline
2024-12-22,7,sertraline
2024-12-23,39,sertraline
2024-12-24,44,sertraline
2024-12-25,11,sertraline
2024-12-26,23,sertraline
2024-12-27,40,sertraline
2024-12-28,10,sertraline
2024-12-29,1,sertraline
2024-12-30,37,sertraline
2024-12-31,45,sertraline
2022-01-01,13,hydrochlorothiazide
2022-01-02,4,hydrochlorothiazide
2022-01-03,45,hydrochlorothiazide
2022-01-04,37,hydrochlorothiazide
2022-01-05,42,hydrochlorothiazide
2022-01-06,37,hydrochlorothiazide
2022-01-07,30,hydrochlorothiazide
2022-01-08,6,hydrochlorothiazide
2022-01-09,2,hydrochlorothiazide
2022-01-10,37,hydrochlorothiazide
2022-01-11,37,hydrochlorothiazide
2022-01-12,39,hydrochlorothiazide
2022-01-13,30,hydrochlorothiazide
2022-01-14,25,hydrochlorothiazide
2022-01-15,1,hydrochlorothiazide
2022-01-17,32,hydrochlorothiazide
