date,count,drug
2024-09-14,4,lisinopril
2024-09-15,7,lisinopril
2024-09-16,17,lisinopril
2024-09-17,20,lisinopril
2024-09-18,18,lisinopril
2024-09-19,29,lisinopril
2024-09-20,29,lisinopril
2024-09-21,12,lisinopril
2024-09-22,3,lisinopril
2024-09-23,20,lisinopril
2024-09-24,19,lisinopril
2024-09-25,29,lisinopril
2024-09-26,21,lisinopril
2024-09-27,34,lisinopril
2024-09-28,5,lisinopril
2024-09-30,31,lisinopril
2024-10-01,25,lisinopril
2024-10-02,17,lisinopril
2024-10-03,25,lisinopril
2024-10-04,30,lisinopril
2024-10-05,9,lisinopril
2024-10-06,2,lisinopril
2024-10-07,35,lisinopril
2024-10-08,36,lisinopril
2024-10-09,34,lisinopril
2024-10-10,54,lisinopril
2024-10-11,32,lisinopril
2024-10-12,2,lisinopril
2024-10-13,3,lisinopril
2024-10-14,41,lisinopril
2024-10-15,42,lisinopril
2024-10-16,26,lisinopril
2024-10-17,35,lisinopril
2024-10-18,21,lisinopril
2024-10-19,4,lisinopril
2024-10-20,1,lisinopril
2024-10-21,27,lisinopril
2024-10-22,56,lisinopril
2024-10-23,40,lisinopril
2024-10-24,16,lisinopril
2024-10-25,32,lisinopril
2024-10-26,6,lisinopril
2024-10-27,3,lisinopril
2024-10-28,31,lisinopril
2024-10-29,41,lisinopril
2024-10-30,34,lisinopril
2024-10-31,21,lisinopril
2024-11-01,21,lisinopril
2024-11-02,4,lisinopril
2024-11-03,2,lisinopril
2024-11-04,24,lisinopril
2024-11-05,28,lisinopril
2024-11-06,25,lisinopril
2024-11-07,28,lisinopril
2024-11-08,31,lisinopril
2024-11-09,6,lisinopril
2024-11-10,8,lisinopril
2024-11-11,22,lisinopril
2024-11-12,33,lisinopril
2024-11-13,26,lisinopril
2024-11-14,29,lisinopril
2024-11-15,20,lisinopril
2024-11-16,2,lisinopril
2024-11-17,5,lisinopril
2024-11-18,19,lisinopril
2024-11-19,26,lisinopril
2024-11-20,26,lisinopril
2024-11-21,23,lisinopril
2024-11-22,22,lisinopril
2024-11-23,3,lisinopril
2024-11-24,4,lisinopril
2024-11-25,23,lisinopril
2024-11-26,27,lisinopril
2024-11-27,33,lisinopril
2024-11-28,27,lisinopril
2024-11-29,35,lisinopril
2024-11-30,2,lisinopril
2024-12-01,4,lisinopril
2024-12-02,27,lisinopril
2024-12-03,31,lisinopril
2024-12-04,26,lisinopril
2024-12-05,38,lisinopril
2024-12-06,25,lisinopril
2024-12-07,4,lisinopril
2024-12-08,5,lisinopril
2024-12-09,28,lisinopril
2024-12-10,25,lisinopril
2024-12-11,36,lisinopril
2024-12-12,25,lisinopril
2024-12-13,22,lisinopril
2024-12-14,2,lisinopril
2024-12-15,3,lisinopril
2024-12-16,18,lisinopril
2024-12-17,32,lisinopril
2024-12-18,28,lisinopril
2024-12-19,27,lisinopril
2024-12-20,25,lisinopril
2024-12-21,2,lisinopril
2024-12-22,4,lisinopril
2024-12-23,23,lisinopril
2024-12-24,26,lisinopril
2024-12-25,22,lisinopril
2024-12-26,32,lisinopril
2024-12-27,40,lisinopril
2024-12-28,9,lisinopril
2024-12-29,3,lisinopril
2024-12-30,34,lisinopril
2024-12-31,15,lisinopril
2022-01-01,8,atorvastatin
2022-01-02,3,atorvastatin
2022-01-03,92,atorvastatin
2022-01-04,69,atorvastatin
2022-01-05,83,atorvastatin
2022-01-06,69,atorvastatin
2022-01-07,71,atorvastatin
2022-01-08,4,atorvastatin
2022-01-09,5,atorvastatin
2022-01-10,66,atorvastatin
2022-01-11,60,atorvastatin
2022-01-12,48,atorvastatin
2022-01-13,62,atorvastatin
2022-01-14,41,atorvastatin
2022-01-15,3,atorvastatin
2022-01-16,3,atorvastatin
2022-01-17,55,atorvastatin
2022-01-18,67,atorvastatin
2022-01-19,71,atorvastatin
2022-01-20,66,atorvastatin
2022-01-21,59,atorvastatin
2022-01-22,29,atorvastatin
2022-01-23,9,atorvastatin
2022-01-24,62,atorvastatin
2022-01-25,73,atorvastatin
2022-01-26,39,atorvastatin
2022-01-27,79,atorvastatin
2022-01-28,56,atorvastatin
2022-01-29,26,atorvastatin
2022-01-30,5,atorvastatin
2022-01-31,73,atorvastatin
2022-02-01,79,atorvastatin
2022-02-02,69,atorvastatin
2022-02-03,75,atorvastatin
2022-02-04,67,atorvastatin
2022-02-05,9,atorvastatin
2022-02-06,18,atorvastatin
2022-02-07,64,atorvastatin
2022-02-08,65,atorvastatin
2022-02-09,81,atorvastatin
2022-02-10,87,atorvastatin
2022-02-11,90,atorvastatin
2022-02-12,17,atorvastatin
2022-02-13,3,atorvastatin
2022-02-14,64,atorvastatin
2022-02-15,84,atorvastatin
2022-02-16,64,atorvastatin
2022-02-17,80,atorvastatin
2022-02-18,81,atorvastatin
2022-02-19,11,atorvastatin
2022-02-20,6,atorvastatin
2022-02-21,57,atorvastatin
2022-02-22,72,atorvastatin
2022-02-23,73,atorvastatin
2022-02-24,86,atorvastatin
2022-02-25,99,atorvastatin
2022-02-26,9,atorvastatin
2022-02-27,5,atorvastatin
2022-02-28,80,atorvastatin
2022-03-01,61,atorvastatin
2022-03-02,127,atorvastatin
2022-03-03,75,atorvastatin
2022-03-04,78,atorvastatin
2022-03-05,4,atorvastatin
2022-03-07,99,atorvastatin
2022-03-08,76,atorvastatin
2022-03-09,90,atorvastatin
2022-03-10,74,atorvastatin
2022-03-11,82,atorvastatin
2022-03-12,6,atorvastatin
2022-03-13,4,atorvastatin
2022-03-14,59,atorvastatin
2022-03-15,69,atorvastatin
2022-03-16,61,atorvastatin
2022-03-17,61,atorvastatin
2022-03-18,69,atorvastatin
2022-03-19,20,atorvastatin
2022-03-20,2,atorvastatin
2022-03-21,84,atorvastatin
2022-03-22,52,atorvastatin
2022-03-23,74,atorvastatin
2022-03-24,64,atorvastatin
2022-03-25,87,atorvastatin
2022-03-26,14,atorvastatin
2022-03-27,8,atorvastatin
2022-03-28,57,atorvastatin
2022-03-29,69,atorvastatin
2022-03-30,72,atorvastatin
2022-03-31,83,atorvastatin
2022-04-01,86,atorvastatin
2022-04-02,14,atorvastatin
2022-04-03,18,atorvastatin
2022-04-04,72,atorvastatin
2022-04-05,83,atorvastatin
2022-04-06,75,atorvastatin
2022-04-07,74,atorvastatin
2022-04-08,67,atorvastatin
2022-04-09,14,atorvastatin
2022-04-10,4,atorvastatin
2022-04-11,71,atorvastatin
2022-04-12,73,atorvastatin
2022-04-13,87,atorvastatin
2022-04-14,81,atorvastatin
2022-04-15,59,atorvastatin
2022-04-16,13,atorvastatin
2022-04-17,12,atorvastatin
2022-04-18,67,atorvastatin
2022-04-19,71,atorvastatin
2022-04-20,89,atorvastatin
2022-04-21,75,atorvastatin
2022-04-22,81,atorvastatin
2022-04-23,10,atorvastatin
2022-04-24,7,atorvastatin
2022-04-25,81,atorvastatin
2022-04-26,65,atorvastatin
2022-04-27,64,atorvastatin
2022-04-28,71,atorvastatin
2022-04-29,68,atorvastatin
2022-04-30,10,atorvastatin
2022-05-01,3,atorvastatin
2022-05-02,65,atorvastatin
2022-05-03,57,atorvastatin
2022-05-04,70,atorvastatin
2022-05-05,54,atorvastatin
2022-05-06,67,atorvastatin
2022-05-07,13,atorvastatin
2022-05-08,4,atorvastatin
2022-05-09,72,atorvastatin
2022-05-10,65,atorvastatin
2022-05-11,53,atorvastatin
2022-05-12,75,atorvastatin
2022-05-13,63,atorvastatin
2022-05-14,12,atorvastatin
2022-05-15,9,atorvastatin
2022-05-16,64,atorvastatin
2022-05-17,82,atorvastatin
2022-05-18,58,atorvastatin
2022-05-19,58,atorvastatin
2022-05-20,60,atorvastatin
2022-05-21,19,atorvastatin
2022-05-22,2,atorvastatin
2022-05-23,87,atorvastatin
2022-05-24,97,atorvastatin
2022-05-25,59,atorvastatin
2022-05-26,69,atorvastatin
2022-05-27,81,atorvastatin
2022-05-28,14,atorvastatin
2022-05-29,5,atorvastatin
2022-05-30,62,atorvastatin
2022-05-31,94,atorvastatin
2022-06-01,87,atorvastatin
2022-06-02,72,atorvastatin
2022-06-03,71,atorvastatin
2022-06-04,23,atorvastatin
2022-06-05,9,atorvastatin
2022-06-06,76,atorvastatin
2022-06-07,81,atorvastatin
2022-06-08,75,atorvastatin
2022-06-09,70,atorvastatin
2022-06-10,57,atorvastatin
2022-06-11,16,atorvastatin
2022-06-12,5,atorvastatin
2022-06-13,67,atorvastatin
2022-06-14,83,atorvastatin
2022-06-15,77,atorvastatin
2022-06-16,63,atorvastatin
2022-06-17,64,atorvastatin
2022-06-18,16,atorvastatin
2022-06-19,4,atorvastatin
2022-06-20,55,atorvastatin
2022-06-21,68,atorvastatin
2022-06-22,77,atorvastatin
2022-06-23,77,atorvastatin
2022-06-24,65,atorvastatin
2022-06-25,16,atorvastatin
2022-06-26,4,atorvastatin
2022-06-27,56,atorvastatin
2022-06-28,73,atorvastatin
2022-06-29,66,atorvastatin
2022-06-30,74,atorvastatin
2022-07-01,50,atorvastatin
2022-07-02,12,atorvastatin
2022-07-03,7,atorvastatin
2022-07-04,52,atorvastatin
2022-07-05,52,atorvastatin
2022-07-06,78,atorvastatin
2022-07-07,56,atorvastatin
2022-07-08,66,atorvastatin
2022-07-09,10,atorvastatin
2022-07-10,4,atorvastatin
2022-07-11,61,atorvastatin
2022-07-12,80,atorvastatin
2022-07-13,66,atorvastatin
2022-07-14,61,atorvastatin
2022-07-15,57,atorvastatin
2022-07-16,11,atorvastatin
2022-07-17,5,atorvastatin
2022-07-18,80,atorvastatin
2022-07-19,70,atorvastatin
2022-07-20,70,atorvastatin
2022-07-21,81,atorvastatin
2022-07-22,69,atorvastatin
2022-07-23,12,atorvastatin
2022-07-24,5,atorvastatin
2022-07-25,86,atorvastatin
2022-07-26,81,atorvastatin
2022-07-27,80,atorvastatin
2022-07-28,62,atorvastatin
2022-07-29,67,atorvastatin
2022-07-30,15,atorvastatin
2022-07-31,4,atorvastatin
2022-08-01,68,atorvastatin
2022-08-02,73,atorvastatin
2022-08-03,58,atorvastatin
2022-08-04,80,atorvastatin
2022-08-05,71,atorvastatin
2022-08-06,18,atorvastatin
2022-08-07,6,atorvastatin
2022-08-08,60,atorvastatin
2022-08-09,66,atorvastatin
2022-08-10,65,atorvastatin
2022-08-11,60,atorvastatin
2022-08-12,74,atorvastatin
2022-08-13,15,atorvastatin
2022-08-15,35,atorvastatin
2022-08-16,64,atorvastatin
2022-08-17,54,atorvastatin
2022-08-18,61,atorvastatin
2022-08-19,67,atorvastatin
2022-08-20,15,atorvastatin
2022-08-21,4,atorvastatin
2022-08-22,73,atorvastatin
2022-08-23,62,atorvastatin
2022-08-24,99,atorvastatin
2022-08-25,76,atorvastatin
2022-08-26,62,atorvastatin
2022-08-27,13,atorvastatin
2022-08-28,7,atorvastatin
2022-08-29,62,atorvastatin
2022-08-30,67,atorvastatin
2022-08-31,53,atorvastatin
2022-09-01,95,atorvastatin
2022-09-02,75,atorvastatin
2022-09-03,15,atorvastatin
2022-09-04,5,atorvastatin
2022-09-05,58,atorvastatin
2022-09-06,93,atorvastatin
2022-09-07,89,atorvastatin
2022-09-08,51,atorvastatin
2022-09-09,68,atorvastatin
2022-09-10,7,atorvastatin
2022-09-11,5,atorvastatin
2022-09-12,85,atorvastatin
2022-09-13,72,atorvastatin
2022-09-14,59,atorvastatin
2022-09-15,69,atorvastatin
2022-09-16,79,atorvastatin
2022-09-17,14,atorvastatin
2022-09-18,9,atorvastatin
2022-09-19,77,atorvastatin
2022-09-20,100,atorvastatin
2022-09-21,94,atorvastatin
2022-09-22,112,atorvastatin
2022-09-23,94,atorvastatin
2022-09-24,30,atorvastatin
2022-09-25,7,atorvastatin
2022-09-26,119,atorvastatin
2022-09-27,113,atorvastatin
2022-09-28,127,atorvastatin
2022-09-29,126,atorvastatin
2022-09-30,120,atorvastatin
2022-10-01,47,atorvastatin
2022-10-02,17,atorvastatin
2022-10-03,83,atorvastatin
2022-10-04,98,atorvastatin
2022-10-05,41,atorvastatin
2022-10-06,124,atorvastatin
2022-10-07,113,atorvastatin
2022-10-08,35,atorvastatin
2022-10-09,18,atorvastatin
2022-10-10,64,atorvastatin
2022-10-11,68,atorvastatin
2022-10-12,118,atorvastatin
2022-10-13,88,atorvastatin
2022-10-14,82,atorvastatin
2022-10-15,12,atorvastatin
2022-10-16,4,atorvastatin
2022-10-17,88,atorvastatin
2022-10-18,78,atorvastatin
2022-10-19,68,atorvastatin
2022-10-20,103,atorvastatin
2022-10-21,86,atorvastatin
2022-10-22,25,atorvastatin
2022-10-23,9,atorvastatin
2022-10-24,40,atorvastatin
2022-10-25,57,atorvastatin
2022-10-26,84,atorvastatin
2022-10-27,88,atorvastatin
2022-10-28,90,atorvastatin
2022-10-29,22,atorvastatin
2022-10-30,11,atorvastatin
2022-10-31,71,atorvastatin
2022-11-01,59,atorvastatin
2022-11-02,80,atorvastatin
2022-11-03,70,atorvastatin
2022-11-04,106,atorvastatin
2022-11-05,4,atorvastatin
2022-11-06,5,atorvastatin
2022-11-07,73,atorvastatin
2022-11-08,79,atorvastatin
2022-11-09,89,atorvastatin
2022-11-10,98,atorvastatin
2022-11-11,108,atorvastatin
2022-11-12,6,atorvastatin
2022-11-13,1,atorvastatin
2022-11-14,98,atorvastatin
2022-11-15,75,atorvastatin
2022-11-16,90,atorvastatin
2022-11-17,105,atorvastatin
2022-11-18,81,atorvastatin
2022-11-19,23,atorvastatin
2022-11-20,5,atorvastatin
2022-11-21,72,atorvastatin
2022-11-22,72,atorvastatin
2022-11-23,95,atorvastatin
2022-11-24,71,atorvastatin
2022-11-25,58,atorvastatin
2022-11-26,18,atorvastatin
2022-11-27,18,atorvastatin
2022-11-28,99,atorvastatin
2022-11-29,96,atorvastatin
2022-11-30,72,atorvastatin
2022-12-01,94,atorvastatin
2022-12-02,86,atorvastatin
2022-12-03,37,atorvastatin
2022-12-04,10,atorvastatin
2022-12-05,63,atorvastatin
2022-12-06,62,atorvastatin
2022-12-07,69,atorvastatin
2022-12-08,61,atorvastatin
2022-12-09,76,atorvastatin
2022-12-10,14,atorvastatin
2022-12-11,4,atorvastatin
2022-12-12,78,atorvastatin
2022-12-13,91,atorvastatin
2022-12-14,47,atorvastatin
2022-12-15,69,atorvastatin
2022-12-16,94,atorvastatin
2022-12-17,16,atorvastatin
2022-12-18,5,atorvastatin
2022-12-19,79,atorvastatin
2022-12-20,82,atorvastatin
2022-12-21,73,atorvastatin
2022-12-22,70,atorvastatin
2022-12-23,60,atorvastatin
2022-12-24,12,atorvastatin
2022-12-25,12,atorvastatin
2022-12-26,48,atorvastatin
2022-12-27,78,atorvastatin
2022-12-28,76,atorvastatin
2022-12-29,64,atorvastatin
2022-12-30,55,atorvastatin
2022-12-31,17,atorvastatin
2023-01-01,3,atorvastatin
2023-01-02,53,atorvastatin
2023-01-03,59,atorvastatin
2023-01-04,72,atorvastatin
2023-01-05,73,atorvastatin
2023-01-06,59,atorvastatin
2023-01-07,16,atorvastatin
2023-01-08,5,atorvastatin
2023-01-09,68,atorvastatin
2023-01-10,77,atorvastatin
2023-01-11,62,atorvastatin
2023-01-12,57,atorvastatin
2023-01-13,59,atorvastatin
2023-01-14,7,atorvastatin
2023-01-15,6,atorvastatin
2023-01-16,54,atorvastatin
2023-01-17,84,atorvastatin
2023-01-18,82,atorvastatin
2023-01-19,70,atorvastatin
2023-01-20,76,atorvastatin
2023-01-21,13,atorvastatin
2023-01-22,10,atorvastatin
2023-01-23,74,atorvastatin
2023-01-24,84,atorvastatin
2023-01-25,80,atorvastatin
2023-01-26,70,atorvastatin
2023-01-27,86,atorvastatin
2023-01-28,28,atorvastatin
2023-01-29,5,atorvastatin
2023-01-30,92,atorvastatin
2023-01-31,65,atorvastatin
2023-02-01,99,atorvastatin
2023-02-02,73,atorvastatin
2023-02-03,85,atorvastatin
2023-02-04,12,atorvastatin
2023-02-05,7,atorvastatin
2023-02-06,91,atorvastatin
2023-02-07,78,atorvastatin
2023-02-08,89,atorvastatin
2023-02-09,99,atorvastatin
2023-02-10,79,atorvastatin
2023-02-11,16,atorvastatin
2023-02-12,3,atorvastatin
2023-02-13,78,atorvastatin
2023-02-14,67,atorvastatin
2023-02-15,74,atorvastatin
2023-02-16,96,atorvastatin
2023-02-17,98,atorvastatin
2023-02-18,11,atorvastatin
2023-02-19,13,atorvastatin
2023-02-20,83,atorvastatin
2023-02-21,88,atorvastatin
2023-02-22,90,atorvastatin
2023-02-23,80,atorvastatin
2023-02-24,84,atorvastatin
2023-02-25,5,atorvastatin
2023-02-26,3,atorvastatin
2023-02-27,81,atorvastatin
2023-02-28,72,atorvastatin
2023-03-01,60,atorvastatin
2023-03-02,71,atorvastatin
2023-03-03,65,atorvastatin
2023-03-04,25,atorvastatin
2023-03-05,6,atorvastatin
2023-03-06,70,atorvastatin
2023-03-07,67,atorvastatin
2023-03-08,72,atorvastatin
2023-03-09,79,atorvastatin
2023-03-10,80,atorvastatin
2023-03-11,1,atorvastatin
2023-03-12,7,atorvastatin
2023-03-13,68,atorvastatin
2023-03-14,79,atorvastatin
2023-03-15,89,atorvastatin
2023-03-16,60,atorvastatin
2023-03-17,91,atorvastatin
2023-03-18,13,atorvastatin
2023-03-19,6,atorvastatin
2023-03-20,74,atorvastatin
2023-03-21,59,atorvastatin
2023-03-22,53,atorvastatin
2023-03-23,72,atorvastatin
2023-03-24,89,atorvastatin
2023-03-25,14,atorvastatin
2023-03-26,7,atorvastatin
2023-03-27,96,atorvastatin
2023-03-28,82,atorvastatin
2023-03-29,63,atorvastatin
2023-03-30,75,atorvastatin
2023-03-31,77,atorvastatin
2023-04-01,15,atorvastatin
2023-04-02,5,atorvastatin
2023-04-03,92,atorvastatin
2023-04-04,50,atorvastatin
2023-04-05,80,atorvastatin
2023-04-06,80,atorvastatin
2023-04-07,82,atorvastatin
2023-04-08,22,atorvastatin
2023-04-09,5,atorvastatin
2023-04-10,70,atorvastatin
2023-04-11,93,atorvastatin
2023-04-12,81,atorvastatin
2023-04-13,76,atorvastatin
2023-04-14,74,atorvastatin
2023-04-15,10,atorvastatin
2023-04-16,6,atorvastatin
2023-04-17,75,atorvastatin
2023-04-18,78,atorvastatin
2023-04-19,65,atorvastatin
2023-04-20,63,atorvastatin
2023-04-21,77,atorvastatin
2023-04-22,11,atorvastatin
2023-04-23,1,atorvastatin
2023-04-24,87,atorvastatin
2023-04-25,63,atorvastatin
2023-04-26,84,atorvastatin
2023-04-27,87,atorvastatin
2023-04-28,100,atorvastatin
2023-04-29,1,atorvastatin
2023-04-30,10,atorvastatin
2023-05-01,48,atorvastatin
2023-05-02,82,atorvastatin
2023-05-03,70,atorvastatin
2023-05-04,79,atorvastatin
2023-05-05,83,atorvastatin
2023-05-06,13,atorvastatin
2023-05-07,9,atorvastatin
2023-05-08,101,atorvastatin
2023-05-09,79,atorvastatin
2023-05-10,74,atorvastatin
2023-05-11,67,atorvastatin
2023-05-12,80,atorvastatin
2023-05-13,16,atorvastatin
2023-05-14,10,atorvastatin
2023-05-15,79,atorvastatin
2023-05-16,70,atorvastatin
2023-05-17,75,atorvastatin
2023-05-18,92,atorvastatin
2023-05-19,72,atorvastatin
2023-05-20,13,atorvastatin
2023-05-21,5,atorvastatin
2023-05-22,79,atorvastatin
2023-05-23,77,atorvastatin
2023-05-24,68,atorvastatin
2023-05-25,68,atorvastatin
2023-05-26,77,atorvastatin
2023-05-27,19,atorvastatin
2023-05-28,12,atorvastatin
2023-05-29,62,atorvastatin
2023-05-30,105,atorvastatin
2023-05-31,96,atorvastatin
2023-06-01,81,atorvastatin
2023-06-02,95,atorvastatin
2023-06-03,16,atorvastatin
2023-06-04,11,atorvastatin
2023-06-05,109,atorvastatin
2023-06-06,77,atorvastatin
2023-06-07,115,atorvastatin
2023-06-08,92,atorvastatin
2023-06-09,72,atorvastatin
2023-06-10,19,atorvastatin
2023-06-11,5,atorvastatin
2023-06-12,90,atorvastatin
2023-06-13,83,atorvastatin
2023-06-14,92,atorvastatin
2023-06-15,81,atorvastatin
2023-06-16,76,atorvastatin
2023-06-17,24,atorvastatin
2023-06-18,1,atorvastatin
2023-06-19,68,atorvastatin
2023-06-20,79,atorvastatin
2023-06-21,74,atorvastatin
2023-06-22,58,atorvastatin
2023-06-23,96,atorvastatin
2023-06-24,1,atorvastatin
2023-06-25,2,atorvastatin
2023-06-26,80,atorvastatin
2023-06-27,64,atorvastatin
2023-06-28,61,atorvastatin
2023-06-29,60,atorvastatin
2023-06-30,73,atorvastatin
2023-07-01,27,atorvastatin
2023-07-02,8,atorvastatin
2023-07-03,69,atorvastatin
2023-07-04,52,atorvastatin
2023-07-05,75,atorvastatin
2023-07-06,69,atorvastatin
2023-07-07,83,atorvastatin
2023-07-08,8,atorvastatin
2023-07-09,7,atorvastatin
2023-07-10,74,atorvastatin
2023-07-11,68,atorvastatin
2023-07-12,58,atorvastatin
2023-07-13,73,atorvastatin
2023-07-14,80,atorvastatin
2023-07-15,17,atorvastatin
2023-07-16,10,atorvastatin
2023-07-17,81,atorvastatin
2023-07-18,105,atorvastatin
2023-07-19,85,atorvastatin
2023-07-20,91,atorvastatin
2023-07-21,99,atorvastatin
2023-07-22,14,atorvastatin
2023-07-23,13,atorvastatin
2023-07-24,75,atorvastatin
2023-07-25,84,atorvastatin
2023-07-26,74,atorvastatin
2023-07-27,86,atorvastatin
2023-07-28,70,atorvastatin
2023-07-29,20,atorvastatin
2023-07-30,8,atorvastatin
2023-07-31,97,atorvastatin
2023-08-01,108,atorvastatin
2023-08-02,67,atorvastatin
2023-08-03,78,atorvastatin
2023-08-04,88,atorvastatin
2023-08-05,18,atorvastatin
2023-08-06,12,atorvastatin
2023-08-07,78,atorvastatin
2023-08-08,74,atorvastatin
2023-08-09,77,atorvastatin
2023-08-10,85,atorvastatin
2023-08-11,104,atorvastatin
2023-08-12,22,atorvastatin
2023-08-13,8,atorvastatin
2023-08-14,99,atorvastatin
2023-08-15,31,atorvastatin
2023-08-16,96,atorvastatin
2023-08-17,97,atorvastatin
2023-08-18,83,atorvastatin
2023-08-19,22,atorvastatin
2023-08-20,9,atorvastatin
2023-08-21,78,atorvastatin
2023-08-22,76,atorvastatin
2023-08-23,104,atorvastatin
2023-08-24,60,atorvastatin
2023-08-25,84,atorvastatin
2023-08-26,16,atorvastatin
2023-08-27,9,atorvastatin
2023-08-28,55,atorvastatin
2023-08-29,72,atorvastatin
2023-08-30,71,atorvastatin
2023-08-31,57,atorvastatin
2023-09-01,88,atorvastatin
2023-09-02,24,atorvastatin
2023-09-03,12,atorvastatin
2023-09-04,61,atorvastatin
2023-09-05,84,atorvastatin
2023-09-06,64,atorvastatin
2023-09-07,70,atorvastatin
2023-09-08,72,atorvastatin
2023-09-09,20,atorvastatin
2023-09-10,8,atorvastatin
2023-09-11,75,atorvastatin
2023-09-12,80,atorvastatin
2023-09-13,77,atorvastatin
2023-09-14,61,atorvastatin
2023-09-15,65,atorvastatin
2023-09-16,11,atorvastatin
2023-09-17,6,atorvastatin
2023-09-18,60,atorvastatin
2023-09-19,62,atorvastatin
2023-09-20,72,atorvastatin
2023-09-21,72,atorvastatin
2023-09-22,82,atorvastatin
2023-09-23,22,atorvastatin
2023-09-24,3,atorvastatin
2023-09-25,82,atorvastatin
2023-09-26,71,atorvastatin
2023-09-27,66,atorvastatin
2023-09-28,70,atorvastatin
2023-09-29,62,atorvastatin
2023-09-30,26,atorvastatin
2023-10-01,12,atorvastatin
2023-10-02,43,atorvastatin
2023-10-03,81,atorvastatin
2023-10-04,83,atorvastatin
2023-10-05,99,atorvastatin
2023-10-06,85,atorvastatin
2023-10-07,16,atorvastatin
2023-10-08,11,atorvastatin
2023-10-09,83,atorvastatin
2023-10-10,67,atorvastatin
2023-10-11,67,atorvastatin
2023-10-12,69,atorvastatin
2023-10-13,81,atorvastatin
2023-10-14,9,atorvastatin
2023-10-15,7,atorvastatin
2023-10-16,71,atorvastatin
2023-10-17,85,atorvastatin
2023-10-18,72,atorvastatin
2023-10-19,98,atorvastatin
2023-10-20,106,atorvastatin
2023-10-21,29,atorvastatin
2023-10-22,6,atorvastatin
2023-10-23,71,atorvastatin
2023-10-24,36,atorvastatin
2023-10-25,55,atorvastatin
2023-10-26,98,atorvastatin
2023-10-27,85,atorvastatin
2023-10-28,21,atorvastatin
2023-10-29,2,atorvastatin
2023-10-30,72,atorvastatin
2023-10-31,86,atorvastatin
2023-11-01,65,atorvastatin
2023-11-02,86,atorvastatin
2023-11-03,97,atorvastatin
2023-11-04,15,atorvastatin
2023-11-05,6,atorvastatin
2023-11-06,69,atorvastatin
2023-11-07,80,atorvastatin
2023-11-08,77,atorvastatin
2023-11-09,91,atorvastatin
2023-11-10,81,atorvastatin
2023-11-11,18,atorvastatin
2023-11-12,2,atorvastatin
2023-11-13,63,atorvastatin
2023-11-14,57,atorvastatin
2023-11-15,61,atorvastatin
2023-11-16,94,atorvastatin
2023-11-17,106,atorvastatin
2023-11-18,39,atorvastatin
2023-11-20,107,atorvastatin
2023-11-21,80,atorvastatin
2023-11-22,83,atorvastatin
2023-11-23,56,atorvastatin
2023-11-24,65,atorvastatin
2023-11-25,19,atorvastatin
2023-11-26,6,atorvastatin
2023-11-27,47,atorvastatin
2023-11-28,66,atorvastatin
2023-11-29,96,atorvastatin
2023-11-30,70,atorvastatin
2023-12-01,60,atorvastatin
2023-12-02,24,atorvastatin
2023-12-03,6,atorvastatin
2023-12-04,62,atorvastatin
2023-12-05,52,atorvastatin
2023-12-06,72,atorvastatin
2023-12-07,50,atorvastatin
2023-12-08,67,atorvastatin
2023-12-09,3,atorvastatin
2023-12-10,5,atorvastatin
2023-12-11,70,atorvastatin
2023-12-12,86,atorvastatin
2023-12-13,58,atorvastatin
2023-12-14,47,atorvastatin
2023-12-15,67,atorvastatin
2023-12-18,105,atorvastatin
2023-12-19,89,atorvastatin
2023-12-20,65,atorvastatin
2023-12-21,83,atorvastatin
2023-12-22,91,atorvastatin
2023-12-23,12,atorvastatin
2023-12-24,4,atorvastatin
2023-12-25,42,atorvastatin
2023-12-26,60,atorvastatin
2023-12-27,76,atorvastatin
2023-12-28,88,atorvastatin
2023-12-29,66,atorvastatin
2023-12-30,18,atorvastatin
2023-12-31,4,atorvastatin
2024-01-01,27,atorvastatin
2024-01-02,90,atorvastatin
2024-01-03,70,atorvastatin
2024-01-04,86,atorvastatin
2024-01-05,75,atorvastatin
2024-01-06,14,atorvastatin
2024-01-07,9,atorvastatin
2024-01-08,43,atorvastatin
2024-01-09,78,atorvastatin
2024-01-10,90,atorvastatin
2024-01-11,97,atorvastatin
2024-01-12,66,atorvastatin
2024-01-13,9,atorvastatin
2024-01-14,13,atorvastatin
2024-01-15,44,atorvastatin
2024-01-16,71,atorvastatin
2024-01-17,81,atorvastatin
2024-01-18,78,atorvastatin
2024-01-19,61,atorvastatin
2024-01-20,20,atorvastatin
2024-01-21,2,atorvastatin
2024-01-22,72,atorvastatin
2024-01-23,79,atorvastatin
2024-01-24,84,atorvastatin
2024-01-25,68,atorvastatin
2024-01-26,38,atorvastatin
2024-01-27,6,atorvastatin
2024-01-28,2,atorvastatin
2024-01-29,79,atorvastatin
2024-01-30,89,atorvastatin
2024-01-31,74,atorvastatin
2024-02-01,93,atorvastatin
2024-02-02,89,atorvastatin
2024-02-03,20,atorvastatin
2024-02-04,39,atorvastatin
2024-02-05,96,atorvastatin
2024-02-06,86,atorvastatin
2024-02-07,82,atorvastatin
2024-02-08,75,atorvastatin
2024-02-09,101,atorvastatin
2024-02-10,9,atorvastatin
2024-02-11,12,atorvastatin
2024-02-12,53,atorvastatin
2024-02-13,68,atorvastatin
2024-02-14,76,atorvastatin
2024-02-15,83,atorvastatin
2024-02-16,82,atorvastatin
2024-02-17,10,atorvastatin
